Country Name	Country Code	2023 [YR2023] - Access to electricity (% of population) [EG.ELC.ACCS.ZS]	2023 [YR2023] - Adjusted net national income (constant 2015 US$) [NY.ADJ.NNTY.KD]	2023 [YR2023] - Adjusted net national income per capita (constant 2015 US$) [NY.ADJ.NNTY.PC.KD]	2023 [YR2023] - Age dependency ratio, old (% of working-age population) [SP.POP.DPND.OL]	2023 [YR2023] - Age dependency ratio, young (% of working-age population) [SP.POP.DPND.YG]	2023 [YR2023] - Agricultural land (% of land area) [AG.LND.AGRI.ZS]	2023 [YR2023] - Agricultural land (sq. km) [AG.LND.AGRI.K2]	2023 [YR2023] - Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]	2023 [YR2023] - Armed forces personnel (% of total labor force) [MS.MIL.TOTL.TF.ZS]	2023 [YR2023] - Armed forces personnel, total [MS.MIL.TOTL.P1]	2023 [YR2023] - Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]	2023 [YR2023] - Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS]	2023 [YR2023] - Compulsory education, duration (years) [SE.COM.DURS]	2023 [YR2023] - Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot]	2023 [YR2023] - Crop production index (2014-2016 = 100) [AG.PRD.CROP.XD]	2023 [YR2023] - Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS]	2023 [YR2023] - Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD]	2023 [YR2023] - Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]	2023 [YR2023] - Ease of doing business rank (1=most business-friendly regulations) [IC.BUS.EASE.XQ]	2023 [YR2023] - Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC]	2023 [YR2023] - Electricity production from coal sources (% of total) [EG.ELC.COAL.ZS]	2023 [YR2023] - Electricity production from hydroelectric sources (% of total) [EG.ELC.HYRO.ZS]	2023 [YR2023] - Electricity production from nuclear sources (% of total) [EG.ELC.NUCL.ZS]	2023 [YR2023] - Energy imports, net (% of energy use) [EG.IMP.CONS.ZS]	2023 [YR2023] - Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE]	2023 [YR2023] - Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP) [EG.USE.COMM.GD.PP.KD]	2023 [YR2023] - Expense (% of GDP) [GC.XPN.TOTL.GD.ZS]	2023 [YR2023] - Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]	2023 [YR2023] - Fertilizer consumption (kilograms per hectare of arable land) [AG.CON.FERT.ZS]	2023 [YR2023] - Gini index [SI.POV.GINI]	2023 [YR2023] - Government Effectiveness: Estimate [GE.EST]	2023 [YR2023] - Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24) [SH.HIV.INCD.YG.P3]	2023 [YR2023] - Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49) [SH.HIV.INCD.ZS]	2023 [YR2023] - Incidence of HIV, all (per 1,000 uninfected population) [SH.HIV.INCD.TL.P3]	2023 [YR2023] - Incidence of malaria (per 1,000 population at risk) [SH.MLR.INCD.P3]	2023 [YR2023] - Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]	2023 [YR2023] - Income share held by highest 10% [SI.DST.10TH.10]	2023 [YR2023] - Income share held by lowest 10% [SI.DST.FRST.10]	2023 [YR2023] - Individuals using the Internet (% of population) [IT.NET.USER.ZS]	2023 [YR2023] - Individuals using the Internet, female (% of female population) [IT.NET.USER.FE.ZS]	2023 [YR2023] - Individuals using the Internet, male (% of male population) [IT.NET.USER.MA.ZS]	2023 [YR2023] - Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]	2023 [YR2023] - Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]	2023 [YR2023] - Labor force, total [SL.TLF.TOTL.IN]	2023 [YR2023] - Life expectancy at birth, total (years) [SP.DYN.LE00.IN]	2023 [YR2023] - Livestock production index (2014-2016 = 100) [AG.PRD.LVSK.XD]	2023 [YR2023] - Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]	2023 [YR2023] - Military expenditure (% of general government expenditure) [MS.MIL.XPND.ZS]	2023 [YR2023] - New businesses registered (number) [IC.BUS.NREG]	2023 [YR2023] - Number of infant deaths [SH.DTH.IMRT]	2023 [YR2023] - Number of neonatal deaths [SH.DTH.NMRT]	2023 [YR2023] - Number of maternal deaths [SH.MMR.DTHS]	2023 [YR2023] - People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS]	2023 [YR2023] - Physicians (per 1,000 people) [SH.MED.PHYS.ZS]	2023 [YR2023] - PM2.5 air pollution, mean annual exposure (micrograms per cubic meter) [EN.ATM.PM25.MC.M3]	2023 [YR2023] - PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total) [EN.ATM.PM25.MC.ZS]	2023 [YR2023] - Population growth (annual %) [SP.POP.GROW]	2023 [YR2023] - Population density (people per sq. km of land area) [EN.POP.DNST]	2023 [YR2023] - Population ages 65 and above, total [SP.POP.65UP.TO]	2023 [YR2023] - Population ages 15-64, total [SP.POP.1564.TO]	2023 [YR2023] - Population ages 15-64, male [SP.POP.1564.MA.IN]	2023 [YR2023] - Population ages 15-64, female [SP.POP.1564.FE.IN]	2023 [YR2023] - Population ages 0-14, total [SP.POP.0014.TO]	2023 [YR2023] - Population ages 0-14, male [SP.POP.0014.MA.IN]	2023 [YR2023] - Population ages 0-14, female [SP.POP.0014.FE.IN]	2023 [YR2023] - Population ages 65 and above, male [SP.POP.65UP.MA.IN]	2023 [YR2023] - Population ages 65 and above, female [SP.POP.65UP.FE.IN]	2023 [YR2023] - Population in largest city [EN.URB.LCTY]	2023 [YR2023] - Population, total [SP.POP.TOTL]	2023 [YR2023] - Population, male [SP.POP.TOTL.MA.IN]	2023 [YR2023] - Population, female [SP.POP.TOTL.FE.IN]	2023 [YR2023] - Pupil-teacher ratio, primary [SE.PRM.ENRL.TC.ZS]	2023 [YR2023] - Pupil-teacher ratio, secondary [SE.SEC.ENRL.TC.ZS]	2023 [YR2023] - Pupil-teacher ratio, tertiary [SE.TER.ENRL.TC.ZS]	2023 [YR2023] - Rail lines (total route-km) [IS.RRS.TOTL.KM]	2023 [YR2023] - Railways, passengers carried (million passenger-km) [IS.RRS.PASG.KM]	2023 [YR2023] - Railways, goods transported (million ton-km) [IS.RRS.GOOD.MT.K6]	2023 [YR2023] - Rural population [SP.RUR.TOTL]	2023 [YR2023] - Surface area (sq. km) [AG.SRF.TOTL.K2]	2023 [YR2023] - Urban population [SP.URB.TOTL]
Romania	ROU	..	..	..	28.0972335240994	24.1076309316485	..	..	3.93585888711017	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.0926659479737282	..	..	..	..	..	..	..	89.2034	88.4753	89.965	10.3971874764996	42.7688318518616	8282417	..	..	..	..	..	..	..	..	..	..	..	..	0.047801854432771	..	3517786	12520044	6293510	6226534	3018286	1545730	1472557	1383151	2134636	1776385	19056116	9222390	9833726	..	..	..	..	..	..	8637756	..	10418360
Russian Federation	RUS	..	..	..	24.3872762850607	26.5186758773781	..	..	3.34855889106627	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.712461888790131	..	..	..	..	..	..	..	92.245	92.0739	92.4398	..	48.6742338579618	72407755	..	..	..	..	..	..	..	..	..	..	..	..	-0.285217600763343	..	23243136	95308454	46059949	49248505	25274540	12976036	12298504	7764515	15478621	12680389	143826130	66800500	77025630	..	..	..	..	..	..	35480468	..	108345662
Rwanda	RWA	..	..	..	5.57492452270886	64.8899222229842	..	..	27.0533066035708	..	..	..	..	6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.388362646102905	..	..	..	..	..	..	..	..	..	..	19.7895467464669	47.2895934607867	5283082	..	..	..	..	..	..	..	..	..	..	..	..	2.28190198384881	..	460956	8268381	4007571	4260811	5365346	2708849	2656497	184841	276114	1247551	14094683	6901261	7193422	..	..	..	..	..	..	11572862	..	2521821
Samoa	WSM	..	..	..	9.33525429505352	65.4730368235968	..	..	11.0218971205176	..	..	..	..	8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.492577105760574	..	..	..	..	..	..	..	..	..	..	8.11869815535843	37.6682489108525	76895	..	..	..	..	..	..	..	..	..	..	..	..	1.47258738875474	..	12052	129102	65634	63468	84527	43863	40664	5561	6490	..	225681	115059	110622	..	..	..	..	..	..	186169	..	39512
San Marino	SMR	..	..	..	31.3200996973473	18.4128538365676	..	..	..	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.20168173313141	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.053490239306932	..	7037	22468	11061	11406	4137	2133	2004	3186	3851	..	33642	16381	17261	..	..	..	..	..	..	728	..	32914
Sao Tome and Principe	STP	..	..	..	6.59309223403294	67.9499533259056	..	..	..	..	..	..	..	6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.90243524312973	..	..	..	..	..	..	..	..	..	..	21.2589138473	35.2881116318035	76394	..	..	..	..	..	..	..	..	..	..	..	..	1.94938626026079	..	8758	132836	66247	66589	90262	45413	44849	3941	4816	..	231856	115601	116254	..	..	..	..	..	..	54716	..	177140
Saudi Arabia	SAU	..	..	..	4.27620402473178	35.8745063462279	..	..	2.71494286407976	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.796441078186035	..	..	..	..	..	..	..	100	100	100	2.32708518362692	22.6013714733033	16933906	..	..	..	..	..	..	..	..	..	..	..	..	1.46740769611431	..	1127308	26362353	15796174	10566178	9457364	4846228	4611136	603735	523574	7682430	36947025	21246137	15700888	..	..	..	..	..	..	5560527	..	31386498
Senegal	SEN	..	..	..	5.62672664090425	73.8187925002301	..	..	16.3694562013287	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.0696751922369003	..	..	..	..	..	..	..	..	..	..	..	38.731755955302	5257332	..	..	..	..	..	..	..	..	..	..	..	..	2.54699595340171	..	556985	9898917	4813497	5085420	7307261	3697308	3609953	226684	330301	3429536	17763163	8737489	9025674	..	..	..	..	..	..	8956364	..	8806799
Serbia	SRB	..	..	..	31.5152387612522	22.3950987029303	..	..	5.23458795123747	..	..	..	..	8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.00763431889936328	..	..	..	..	..	..	..	85.3575	84.5566	86.1911	12.3719043552519	45.5249670909346	3333428	..	..	..	..	..	..	..	..	..	..	..	..	-0.699014137453456	..	1355131	4299923	2151809	2148114	962972	497364	465608	523817	831314	1408144	6618026	3172990	3445036	..	..	..	..	..	..	2838273	..	3779753
Seychelles	SYC	..	..	..	12.3958181020617	33.5477896378613	..	..	2.81663903546804	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.624744176864624	..	..	..	..	..	..	..	..	..	..	-1.03530088431952	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.0876274304874622	..	10173	82068	44454	37615	27532	13986	13547	4500	5673	..	119773	62940	56834	..	..	..	..	..	..	49323	..	70450
Sierra Leone	SLE	..	..	..	5.40857592629552	66.0992589011557	..	..	64.3541789867928	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.1555837392807	..	..	..	..	..	..	..	..	..	..	47.6428733253179	47.9207839205642	2912540	..	..	..	..	..	..	..	..	..	..	..	..	2.13120700196935	..	277231	5125767	2570706	2555062	3388094	1712124	1675970	122856	154375	1309168	8791092	4405685	4385407	..	..	..	..	..	..	4896638	..	3894454
Singapore	SGP	..	..	..	22.3413565202734	16.2007974022386	..	..	0.0290657823856606	..	..	..	..	6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2.31747198104858	..	..	..	..	..	..	..	94.2863	93.9728	94.5926	4.82146729476466	42.4065874095924	3619025	..	..	..	..	..	..	..	..	..	..	..	..	4.85831607781442	..	954282	4271370	2266418	2004951	691996	356884	335112	469203	485079	6080859	5917648	3092505	2825143	..	..	..	..	..	..	0	..	5917648
Sint Maarten (Dutch part)	SXM	..	..	..	14.9953227315248	13.3613969441846	..	..	..	..	..	..	..	14	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.670317314116942	..	4809	32070	16960	15109	4285	2952	1332	2092	2716	..	41163	22005	19157	..	..	..	..	..	..	0	..	41163
Slovak Republic	SVK	..	..	..	25.125744320292	23.1778107357023	..	..	1.95315235680452	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.229512304067612	..	..	..	..	..	..	..	87.2131	87.0761	87.353	10.5319476645211	47.0466320142313	2823082	..	..	..	..	..	..	..	..	..	..	..	..	-0.0923148510113108	..	919404	3659211	1847857	1811354	848125	434136	413989	371211	548193	440787	5426740	2653203	2773537	..	..	..	..	..	..	2494835	..	2931905
Slovenia	SVN	..	..	..	33.6682687141253	23.5179331734991	..	..	1.87340768074245	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.03929400444031	..	..	..	..	..	..	..	90.3779	89.829	90.8981	7.44687717385838	45.926149799903	1055488	..	..	..	..	..	..	..	..	..	..	..	..	0.422923513694067	..	454291	1349315	704693	644622	317331	163232	154099	198687	255604	..	2120937	1066611	1054325	..	..	..	..	..	..	931346	..	1189591
Solomon Islands	SLB	..	..	..	6.06800099394724	67.50331706448	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.733603537082672	..	..	..	..	..	..	..	..	..	..	5.88585897042164	48.4249208798682	382330	..	..	..	..	..	..	..	..	..	..	..	..	2.20546019496427	..	25885	426582	216035	210548	287957	149197	138760	12640	13246	..	740424	377872	362553	..	..	..	..	..	..	547640	..	192784
Somalia	SOM	..	..	..	5.06660944254828	93.3735192767186	..	..	..	..	..	..	..	8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.98020255565643	..	..	..	..	..	..	..	..	..	..	..	31.2521972763539	3276784	..	..	..	..	..	..	..	..	..	..	..	..	3.05481740638644	..	463240	9142998	4558654	4584345	8537139	4331292	4205848	206574	256666	2610483	18143378	9096520	9046859	..	..	..	..	..	..	9449071	..	8694307
South Africa	ZAF	..	..	..	8.88648290591888	42.9762370750335	..	..	2.52692113590046	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.256946682929993	..	..	..	..	..	..	..	..	..	..	6.0739085322053	46.9822070979625	25158403	..	..	..	..	..	..	..	..	..	..	..	..	0.865464649421926	..	3535248	39782308	19574594	20207713	17096939	8699373	8397566	1178008	2357239	6198016	60414495	29451976	30962518	..	..	..	..	..	..	18837844	..	41576651
South Sudan	SSD	..	..	..	5.43798215379742	79.4222531560105	..	..	..	..	..	..	..	8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-2.32788825035095	..	..	..	..	..	..	..	..	..	..	2.38280434813759	51.0251070776235	4471289	..	..	..	..	..	..	..	..	..	..	..	..	1.59654622262538	..	326196	5998475	2943371	3055104	4764124	2413286	2350838	137243	188953	459342	11088796	5493900	5594895	..	..	..	..	..	..	8738526	..	2350270
Spain	ESP	..	..	..	31.5136836286727	20.4636336323062	..	..	2.34217508990081	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.752065539360046	..	..	..	..	..	..	..	95.4456	95.6202	95.2676	3.53236133492433	46.9406923980072	24107955	..	..	..	..	..	..	..	..	..	..	..	..	1.23763541014937	..	10030589	31829313	15970867	15858446	6513434	3354476	3158957	4385517	5645072	6751374	48373336	23710861	24662475	..	..	..	..	..	..	8923913	..	39449423
Sri Lanka	LKA	..	..	..	18.1467063273845	34.132822127817	..	..	8.28101275498681	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.25227889418602	..	..	..	..	..	..	..	..	..	..	16.5411742279832	33.1790816423797	8707414	..	..	..	..	..	..	..	..	..	..	..	..	-0.651320770103285	..	2626085	14471414	7033673	7437741	4939502	2514539	2424963	1060335	1565749	632543	22037000	10608547	11428453	..	..	..	..	..	..	17803472	..	4233528
St. Kitts and Nevis	KNA	..	..	..	15.0990689902125	27.4051086178085	..	..	1.38514947819273	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.380410820245743	..	..	..	..	..	..	..	..	..	..	3.55711230848243	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.205424966383384	..	5060	33512	16123	17389	9184	4631	4553	2280	2780	..	47755	23034	24721	..	..	..	..	..	..	32905	..	14850
St. Lucia	LCA	..	..	..	13.0491803278689	24.3903926801372	..	..	0.919927094962772	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.0738346204161644	..	..	..	..	..	..	..	..	..	..	4.07060821926204	46.8497416520385	100833	..	..	..	..	..	..	..	..	..	..	..	..	0.218823329233446	..	17114	131150	65436	65714	31988	16231	15756	7391	9722	..	180251	89058	91192	..	..	..	..	..	..	145693	..	34558
St. Martin (French part)	MAF	..	..	..	17.5472837957154	31.5209814582462	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.89560315551153	..	3776	21519	10180	11338	6783	3491	3291	1570	2205	..	32077	15242	16834	..	..	..	..	..	..	..	..	..
St. Vincent and the Grenadines	VCT	..	..	..	16.2987896583829	32.2337606531548	..	..	4.15378200896425	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.0738346204161644	..	..	..	..	..	..	..	..	..	..	4.56457719814894	41.4134941575575	53060	..	..	..	..	..	..	..	..	..	..	..	..	-0.240794545327961	..	11379	69815	35691	34124	22504	11428	11077	5593	5786	..	103698	52713	50986	..	..	..	..	..	..	47391	..	56307
Sudan	SDN	..	..	..	6.40929987538189	73.0517009438292	..	..	5.59153896216642	..	..	..	..	8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.97706210613251	..	..	..	..	..	..	..	..	..	..	..	29.5710552825942	13589630	..	..	..	..	..	..	..	..	..	..	..	..	2.6001891699622	..	1718173	26807499	13328647	13478852	19583334	9925805	9657528	780018	938156	6344348	48109006	24034469	24074537	..	..	..	..	..	..	30625231	..	17483775
Suriname	SUR	..	..	..	11.4261066662156	39.1747395688599	..	..	..	..	..	..	..	6	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.967238128185272	..	..	..	..	..	..	..	..	..	..	..	41.7248131718819	250230	..	..	..	..	..	..	..	..	..	..	..	..	0.837207897304605	..	47285	413833	208223	205610	162118	82458	79660	19226	28059	..	623236	309907	313329	..	..	..	..	..	..	209339	..	413897
Sweden	SWE	..	..	..	32.8645469404309	28.0271819860935	..	..	1.60262673190285	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.60138332843781	..	..	..	..	..	..	..	95.7033	95.6015	95.803	8.54862489748902	47.1450767889395	5825253	..	..	..	..	..	..	..	..	..	..	..	..	0.472717863265105	..	2152265	6548896	3358823	3190072	1835471	944113	891358	1008893	1143372	1700066	10536632	5311829	5224802	..	..	..	..	..	..	1186635	..	9349997
Switzerland	CHE	..	..	..	30.1006686220174	22.9648261717662	..	..	0.62920241956629	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2.13492703437805	..	..	..	..	..	..	..	97.3444	96.4868	98.2155	2.13540088016377	46.7394536070908	4991280	..	..	..	..	..	..	..	..	..	..	..	..	0.84073604280258	..	1740343	5781742	2925616	2856126	1327767	681723	646044	789771	950573	1431538	8849852	4397109	4452743	..	..	..	..	..	..	2283085	..	6566767
Syrian Arab Republic	SYR	..	..	..	7.19363423423364	45.2244452807481	..	..	..	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.78816211223602	..	..	..	..	..	..	..	..	..	..	..	18.4406938772731	6314719	..	..	..	..	..	..	..	..	..	..	..	..	4.85965527721486	..	1096239	15239015	7624262	7614753	6891760	3527202	3364557	473900	622339	2584771	23227014	11625364	11601649	..	..	..	..	..	..	9892618	..	13334396
Tajikistan	TJK	..	..	..	6.04405461258306	59.8356075493692	..	..	..	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.772318005561829	..	..	..	..	..	..	..	..	..	..	..	38.3540324535414	2677489	..	..	..	..	..	..	..	..	..	..	..	..	1.89847329660101	..	369594	6115001	3055572	3059430	3658948	1876811	1782137	172460	197134	986899	10143543	5104843	5038700	..	..	..	..	..	..	7279615	..	2863928
Tanzania	TZA	..	..	..	5.75186046822582	80.1691255802785	..	..	23.7176273562157	..	..	..	..	7	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.455080926418304	..	..	..	..	..	..	..	..	..	..	3.79923291384916	48.7133010003212	31219073	..	..	..	..	..	..	..	..	..	..	..	..	2.91944687054643	..	2086341	36272455	17725750	18546705	29079310	14693267	14386043	918192	1168149	7775865	67438106	33337209	34100897	..	..	..	..	..	..	42210185	..	25227921
Thailand	THA	..	..	..	23.1892236883791	22.1243572265483	..	..	8.57124459153518	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.171705812215805	..	..	..	..	..	..	..	89.5352	88.6092	90.5383	1.22802623546169	45.9267250984607	40813511	..	..	..	..	..	..	..	..	..	..	..	..	0.145296511250275	..	11458089	49411266	24201985	25209281	10931925	5628139	5303786	4995591	6462498	11069982	71801279	34825715	36975565	..	..	..	..	..	..	33310049	..	38491230
Timor-Leste	TLS	..	..	..	8.50002000118795	56.4305031450353	..	..	..	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.841954410076141	..	..	..	..	..	..	..	..	..	..	..	45.1857747245843	596825	..	..	..	..	..	..	..	..	..	..	..	..	1.42865283050419	..	70121	824951	420872	404080	465524	240297	225227	32654	37468	..	1360596	693822	666774	..	..	..	..	..	..	919001	..	441595
Togo	TGO	..	..	..	5.55107105515433	69.3309041699286	..	..	18.1308320495559	..	..	..	..	10	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.578052043914795	..	..	..	..	..	..	..	..	..	..	..	48.301702987786	3165789	..	..	..	..	..	..	..	..	..	..	..	..	2.29140060710712	..	287384	5177091	2605498	2571593	3589324	1811343	1777981	135051	152333	1981615	9053799	4551892	4501907	..	..	..	..	..	..	5025764	..	4028035
Tonga	TON	..	..	..	10.4445169003369	56.8882264350148	..	..	..	..	..	..	..	15	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.115239478647709	..	..	..	..	..	..	..	..	..	..	6.35112980255189	40.9427539432996	38483	..	..	..	..	..	..	..	..	..	..	..	..	0.852631300433594	..	6727	64407	31387	33020	36640	18966	17674	2964	3762	..	107773	53317	54456	..	..	..	..	..	..	82813	..	24960
Trinidad and Tobago	TTO	..	..	..	17.3052645046218	27.0905338257733	..	..	..	..	..	..	..	7	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.0436432547867298	..	..	..	..	..	..	..	..	..	..	4.62930242419968	42.902981952691	681265	..	..	..	..	..	..	..	..	..	..	..	..	0.253948220302279	..	183956	1063006	531597	531410	287974	146587	141387	78224	105732	545045	1534937	756408	778529	..	..	..	..	..	..	714682	..	820255
Tunisia	TUN	..	..	..	14.1240999569239	37.3867246397821	..	..	9.47322064564395	..	..	..	..	9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.300515085458755	..	..	..	..	..	..	..	..	..	..	9.32899597507865	29.1056445294178	4445313	..	..	..	..	..	..	..	..	..	..	..	..	0.822964272088378	..	1161377	8222662	4039407	4183255	3074184	1579567	1494617	526053	635324	2475446	12458223	6145027	6313196	..	..	..	..	..	..	3669694	..	8788529
Turkiye	TUR	..	..	..	13.1243760248323	33.750722252951	..	..	6.18329226760253	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.247911587357521	..	..	..	..	..	..	..	85.9607	82.1321	89.7969	53.8594087593315	33.2872797661963	35071478	..	..	..	..	..	..	..	..	..	..	..	..	0.406430370277168	..	7624509	58094259	29505677	28588582	19607232	10054783	9552450	3185279	4439230	15847768	85326000	42745739	42580261	..	..	..	..	..	..	19229921	..	66096079
Turkmenistan	TKM	..	..	..	8.49265995441325	48.5923915205267	..	..	..	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-1.2064995765686	..	..	..	..	..	..	..	..	..	..	..	52.6352895381268	2163083	..	..	..	..	..	..	..	..	..	..	..	..	1.31817552142514	..	352287	4148135	2051460	2096676	2015678	1034532	981145	142066	210220	902353	6516100	3228059	3288041	..	..	..	..	..	..	2997211	..	3518889
Turks and Caicos Islands	TCA	..	..	..	14.4645838301932	22.8535654662533	..	..	..	..	..	..	..	13	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.782437381400663	..	4852	33544	17249	16294	7666	3751	3914	2169	2683	..	46062	23169	22892	..	..	..	..	..	..	2650	..	43412
Tuvalu	TUV	..	..	..	10.8450904945133	51.5462448339746	..	..	..	..	..	..	..	8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.449751287698746	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.739830748144493	..	761	7017	3638	3379	3617	1878	1739	319	443	..	11396	5835	5561	..	..	..	..	..	..	3847	..	7549
Uganda	UGA	..	..	..	3.19257924450258	82.4965239431499	..	..	23.7679891710116	..	..	..	..	7	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.549508571624756	..	..	..	..	..	..	..	..	..	..	5.35094804280395	49.4363219744686	18881435	..	..	..	..	..	..	..	..	..	..	..	..	2.78160960502728	..	835283	26163266	12852163	13311103	21583785	10881596	10702189	337043	498240	3846102	48582334	24070802	24511532	..	..	..	..	..	..	35576357	..	13005977
Ukraine	UKR	..	..	..	31.3223428021514	23.8617863076852	..	..	7.40536799317816	..	..	..	..	11	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-0.357320100069046	..	..	..	..	..	..	..	..	..	..	12.8490222828559	..	..	..	..	..	..	..	..	..	..	..	..	..	..	-2.66682470821613	..	7468075	23842645	11503045	12339599	5689281	2943485	2745795	2425078	5042996	3016789	37000000	16871609	20128390	..	..	..	..	..	..	11064850	..	25935150
United Arab Emirates	ARE	..	..	..	2.24988537867869	18.3511333254427	..	..	..	..	..	..	..	12	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1.60428190231323	..	..	..	..	..	..	..	100	100	100	..	18.5447375982503	6668172	..	..	..	..	..	..	..	..	..	..	..	..	0.799054784290549	..	177543	7891202	5739410	2151793	1448125	748898	699228	95280	82264	3007583	9516871	6583587	2933285	..	..	..	..	..	..	1163057	..	8353814
